Agency,Complaint_Type,Location_Type,Incident_Zip,Borough,Vehicle_Type,duration_[days],Created_Date_hour,Created_Date_month,Created_Date_dayofweek,Descriptor_encoded,Weisse,Afroamerikaner,Asiaten,Hispanics
8,10,16,156,1,5,0.1,22,5,4,27,0.412,0.364,0.075,0.198
0,8,11,159,1,5,6.155,8,8,5,31,0.412,0.364,0.075,0.198
7,18,15,150,1,5,3.37,8,9,1,29,0.412,0.364,0.075,0.198
7,13,15,104,0,5,6.155,15,6,1,22,0.299,0.356,0.03,0.484
8,1,20,135,3,5,0.03,5,10,0,30,0.441,0.2,0.176,0.25
8,12,20,225,3,4,0.08,16,4,6,12,0.441,0.2,0.176,0.25
7,14,15,173,1,5,3.07,18,5,5,10,0.412,0.364,0.075,0.198
8,11,20,186,3,5,0.02,20,9,5,27,0.441,0.2,0.176,0.25
8,10,16,217,3,5,0.0,22,9,5,27,0.441,0.2,0.176,0.25
8,10,16,150,1,5,0.07,0,3,3,3,0.412,0.364,0.075,0.198
5,4,17,121,0,5,1.06,8,6,1,45,0.299,0.356,0.03,0.484
7,5,15,175,1,5,0.28,14,3,1,20,0.412,0.364,0.075,0.198
7,5,15,120,0,5,0.96,12,1,2,0,0.299,0.356,0.03,0.484
7,14,15,29,2,5,1.62,1,3,3,46,0.544,0.174,0.094,0.272
5,4,19,187,3,5,6.155,18,11,2,45,0.441,0.2,0.176,0.25
8,11,20,39,2,5,0.07,19,6,5,27,0.544,0.174,0.094,0.272
8,10,16,171,1,5,0.01,1,6,1,28,0.412,0.364,0.075,0.198
8,6,20,164,1,5,0.02,6,6,6,37,0.412,0.364,0.075,0.198
7,15,15,32,2,5,6.155,13,2,3,44,0.544,0.174,0.094,0.272
7,15,15,154,1,5,0.77,21,1,2,47,0.412,0.364,0.075,0.198
8,6,20,174,1,5,0.02,23,6,4,5,0.412,0.364,0.075,0.198
7,5,15,144,1,5,3.35,0,5,4,20,0.412,0.364,0.075,0.198
5,3,19,152,1,5,1.73,17,1,5,16,0.412,0.364,0.075,0.198
7,2,15,109,0,5,5.12,15,1,1,15,0.299,0.356,0.03,0.484
8,6,20,110,0,5,0.04,0,7,5,37,0.299,0.356,0.03,0.484
8,11,20,33,2,5,0.01,23,8,5,27,0.544,0.174,0.094,0.272
8,11,20,197,3,5,0.06,19,4,6,27,0.441,0.2,0.176,0.25
8,1,20,153,1,5,0.05,7,6,6,30,0.412,0.364,0.075,0.198
8,0,20,169,1,5,0.03,8,9,1,49,0.412,0.364,0.075,0.198
8,1,20,147,1,5,0.26,10,11,4,30,0.412,0.364,0.075,0.198
4,13,11,117,0,5,0.0,9,8,0,50,0.299,0.356,0.03,0.484
8,1,20,175,1,5,0.12,11,9,3,36,0.412,0.364,0.075,0.198
8,1,20,151,1,5,0.1,19,7,2,30,0.412,0.364,0.075,0.198
0,13,11,145,1,5,0.06,9,5,4,42,0.412,0.364,0.075,0.198
7,14,15,164,1,5,1.4,7,1,1,50,0.412,0.364,0.075,0.198
7,5,15,41,2,5,2.45,9,10,6,20,0.544,0.174,0.094,0.272
8,11,20,113,0,5,0.02,23,6,6,27,0.299,0.356,0.03,0.484
8,1,20,173,1,5,0.03,17,11,2,30,0.412,0.364,0.075,0.198
7,5,15,167,1,5,1.0,14,3,1,0,0.412,0.364,0.075,0.198
7,5,15,106,0,5,1.89,17,12,0,20,0.299,0.356,0.03,0.484
5,4,19,26,2,5,6.155,9,5,6,50,0.544,0.174,0.094,0.272
3,13,2,30,2,5,0.82,12,7,0,39,0.544,0.174,0.094,0.272
8,6,20,112,0,5,0.09,22,5,5,34,0.299,0.356,0.03,0.484
8,11,20,25,2,5,0.05,18,12,3,28,0.544,0.174,0.094,0.272
7,15,15,152,1,5,2.16,12,9,0,44,0.412,0.364,0.075,0.198
4,13,11,112,0,5,0.0,8,12,2,43,0.299,0.356,0.03,0.484
8,6,20,166,1,5,0.02,4,7,0,18,0.412,0.364,0.075,0.198
7,18,15,109,0,5,6.155,0,6,4,23,0.299,0.356,0.03,0.484
7,18,15,104,0,5,6.155,16,11,3,33,0.299,0.356,0.03,0.484
8,6,20,198,3,5,0.28,11,4,3,37,0.441,0.2,0.176,0.25
0,8,11,177,1,5,6.155,12,4,6,50,0.412,0.364,0.075,0.198
8,1,20,175,1,5,0.01,20,5,2,36,0.412,0.364,0.075,0.198
8,10,16,119,0,5,4.51,14,5,0,27,0.299,0.356,0.03,0.484
4,16,11,190,3,5,2.71,15,11,1,38,0.441,0.2,0.176,0.25
7,5,15,112,0,5,1.64,18,3,2,20,0.299,0.356,0.03,0.484
4,16,19,3,2,5,3.41,21,8,0,50,0.544,0.174,0.094,0.272
4,16,19,170,1,5,3.0,15,8,5,50,0.412,0.364,0.075,0.198
0,8,11,197,3,5,6.155,9,9,6,31,0.441,0.2,0.176,0.25
7,13,15,136,3,5,1.89,20,11,0,22,0.441,0.2,0.176,0.25
8,10,16,110,0,5,0.02,16,10,0,3,0.299,0.356,0.03,0.484
2,13,11,146,1,5,6.155,17,4,0,50,0.412,0.364,0.075,0.198
8,6,20,208,3,5,0.04,10,9,5,6,0.441,0.2,0.176,0.25
8,6,20,169,1,5,0.24,1,10,1,6,0.412,0.364,0.075,0.198
5,13,19,198,3,5,6.155,13,3,1,40,0.441,0.2,0.176,0.25
8,10,16,219,3,5,0.01,2,9,1,27,0.441,0.2,0.176,0.25
8,1,20,218,3,5,0.39,17,7,1,30,0.441,0.2,0.176,0.25
8,10,16,9,2,5,0.2,19,12,6,27,0.544,0.174,0.094,0.272
8,11,20,136,3,5,0.13,22,4,4,28,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.04,1,4,6,3,0.299,0.356,0.03,0.484
7,5,15,125,0,5,1.89,12,10,5,0,0.299,0.356,0.03,0.484
8,6,20,18,2,5,0.01,20,3,3,37,0.544,0.174,0.094,0.272
7,18,15,121,0,5,5.27,11,9,4,33,0.299,0.356,0.03,0.484
5,7,19,209,3,5,6.155,8,5,2,45,0.441,0.2,0.176,0.25
8,9,18,204,3,5,0.01,22,8,4,27,0.441,0.2,0.176,0.25
7,14,15,120,0,5,6.155,14,9,2,50,0.299,0.356,0.03,0.484
7,5,15,120,0,5,0.21,15,4,0,20,0.299,0.356,0.03,0.484
8,6,20,149,1,5,0.04,18,3,6,6,0.412,0.364,0.075,0.198
8,6,20,137,3,5,0.01,19,3,5,7,0.441,0.2,0.176,0.25
8,13,20,10,2,5,0.0,19,4,2,50,0.544,0.174,0.094,0.272
8,10,16,152,1,5,0.01,21,5,4,27,0.412,0.364,0.075,0.198
8,10,16,138,3,5,0.03,1,3,1,3,0.441,0.2,0.176,0.25
7,14,15,115,0,5,6.155,14,7,1,46,0.299,0.356,0.03,0.484
8,13,20,22,2,5,0.04,18,5,2,50,0.544,0.174,0.094,0.272
8,10,16,197,3,5,0.05,10,3,5,3,0.441,0.2,0.176,0.25
4,16,19,30,2,5,1.16,10,2,2,50,0.544,0.174,0.094,0.272
7,15,15,38,2,5,2.13,10,5,1,1,0.544,0.174,0.094,0.272
6,13,4,23,2,5,6.155,23,4,3,32,0.544,0.174,0.094,0.272
8,1,20,202,3,5,0.13,7,6,5,30,0.441,0.2,0.176,0.25
8,9,18,176,1,5,0.0,0,2,6,28,0.412,0.364,0.075,0.198
8,10,16,156,1,5,0.0,0,6,1,27,0.412,0.364,0.075,0.198
7,5,15,121,0,5,0.28,3,12,0,20,0.299,0.356,0.03,0.484
8,1,20,183,3,5,0.08,18,1,0,30,0.441,0.2,0.176,0.25
7,14,15,110,0,5,6.155,18,2,3,46,0.299,0.356,0.03,0.484
3,13,2,33,2,5,0.0,21,9,0,50,0.544,0.174,0.094,0.272
8,11,20,30,2,5,0.0,0,2,2,27,0.544,0.174,0.094,0.272
4,16,19,35,2,5,4.26,10,11,5,50,0.544,0.174,0.094,0.272
0,8,11,23,2,5,6.155,8,7,6,50,0.544,0.174,0.094,0.272
7,19,15,115,0,5,3.12,17,7,6,41,0.299,0.356,0.03,0.484
7,5,15,221,3,5,2.83,16,4,3,20,0.441,0.2,0.176,0.25
8,10,16,26,2,5,0.11,14,11,4,28,0.544,0.174,0.094,0.272
8,10,16,186,3,5,0.01,3,10,5,27,0.441,0.2,0.176,0.25
6,13,4,155,1,5,6.155,9,3,4,32,0.412,0.364,0.075,0.198
8,6,20,209,3,5,0.15,0,8,4,13,0.441,0.2,0.176,0.25
8,11,20,39,2,5,0.03,23,6,5,27,0.544,0.174,0.094,0.272
5,7,19,155,1,5,1.88,11,1,1,50,0.412,0.364,0.075,0.198
8,6,20,125,0,5,0.09,9,1,6,6,0.299,0.356,0.03,0.484
7,5,15,33,2,5,0.51,21,5,2,20,0.544,0.174,0.094,0.272
2,13,11,146,1,5,0.0,10,1,3,50,0.412,0.364,0.075,0.198
8,11,20,33,2,5,0.03,22,6,6,27,0.544,0.174,0.094,0.272
7,13,15,109,0,5,6.155,16,2,6,50,0.299,0.356,0.03,0.484
8,1,20,155,1,5,0.02,10,3,2,30,0.412,0.364,0.075,0.198
8,11,20,233,3,5,0.0,22,5,2,27,0.441,0.2,0.176,0.25
8,6,20,122,0,5,0.17,15,8,5,13,0.299,0.356,0.03,0.484
4,16,19,30,2,5,0.37,3,3,1,50,0.544,0.174,0.094,0.272
7,18,15,105,0,5,6.155,18,1,6,23,0.299,0.356,0.03,0.484
8,6,20,171,1,5,0.0,15,9,2,5,0.412,0.364,0.075,0.198
8,10,16,183,3,5,0.02,18,11,1,3,0.441,0.2,0.176,0.25
8,6,20,62,2,5,0.01,8,6,6,37,0.544,0.174,0.094,0.272
8,6,20,123,0,5,0.25,13,3,5,37,0.299,0.356,0.03,0.484
0,13,11,159,1,5,0.76,14,9,1,50,0.412,0.364,0.075,0.198
7,13,15,28,2,5,6.155,10,8,6,50,0.544,0.174,0.094,0.272
2,13,11,181,1,5,0.45,13,8,1,50,0.412,0.364,0.075,0.198
8,10,16,183,3,5,0.02,3,7,6,27,0.441,0.2,0.176,0.25
8,10,16,208,3,5,0.03,21,10,5,27,0.441,0.2,0.176,0.25
8,6,20,169,1,5,0.22,17,9,4,5,0.412,0.364,0.075,0.198
8,6,20,2,2,5,0.01,18,8,1,37,0.544,0.174,0.094,0.272
8,11,20,113,0,5,0.03,21,7,6,27,0.299,0.356,0.03,0.484
4,16,19,207,3,5,2.13,9,7,5,50,0.441,0.2,0.176,0.25
3,13,0,211,3,5,0.0,14,6,2,50,0.441,0.2,0.176,0.25
8,1,20,109,0,5,0.02,0,5,3,30,0.299,0.356,0.03,0.484
8,9,18,174,1,5,0.01,23,5,6,27,0.412,0.364,0.075,0.198
0,20,11,220,3,5,0.0,19,7,0,25,0.441,0.2,0.176,0.25
0,13,11,227,3,5,0.13,18,2,3,42,0.441,0.2,0.176,0.25
8,1,20,34,2,5,0.02,19,12,4,30,0.544,0.174,0.094,0.272
8,6,20,20,2,5,0.09,13,3,5,50,0.544,0.174,0.094,0.272
7,5,15,125,0,5,3.04,12,1,3,0,0.299,0.356,0.03,0.484
5,3,19,220,3,5,1.14,7,3,2,16,0.441,0.2,0.176,0.25
8,6,20,102,4,5,0.03,1,11,0,13,0.776,0.097,0.057,0.121
6,13,4,142,1,5,6.155,14,3,2,32,0.412,0.364,0.075,0.198
8,11,20,106,0,5,0.03,19,7,0,27,0.299,0.356,0.03,0.484
7,18,15,140,3,5,3.27,10,7,2,50,0.441,0.2,0.176,0.25
8,6,20,115,0,5,0.13,22,9,2,13,0.299,0.356,0.03,0.484
8,6,20,203,3,5,0.02,22,2,2,6,0.441,0.2,0.176,0.25
5,4,17,142,1,5,0.91,14,9,0,45,0.412,0.364,0.075,0.198
7,5,15,175,1,5,4.32,7,12,5,20,0.412,0.364,0.075,0.198
3,13,2,120,0,5,0.0,7,3,5,50,0.299,0.356,0.03,0.484
8,6,20,26,2,5,0.03,19,3,4,37,0.544,0.174,0.094,0.272
7,13,15,94,4,5,6.155,20,3,0,50,0.776,0.097,0.057,0.121
7,2,15,172,1,5,6.155,21,2,2,50,0.412,0.364,0.075,0.198
8,1,20,216,3,5,0.15,13,8,5,30,0.441,0.2,0.176,0.25
8,12,20,20,2,5,0.03,22,2,4,12,0.544,0.174,0.094,0.272
8,6,20,113,0,5,0.85,14,9,6,35,0.299,0.356,0.03,0.484
8,6,20,126,0,5,0.4,12,8,5,35,0.299,0.356,0.03,0.484
8,6,20,121,0,5,0.05,7,10,4,5,0.299,0.356,0.03,0.484
5,3,19,144,1,5,0.07,20,11,0,16,0.412,0.364,0.075,0.198
7,2,15,161,1,5,6.155,16,5,2,15,0.412,0.364,0.075,0.198
4,16,19,154,1,5,4.09,8,5,4,50,0.412,0.364,0.075,0.198
7,18,15,110,0,5,6.155,15,9,4,33,0.299,0.356,0.03,0.484
4,13,11,124,0,5,0.0,9,10,4,43,0.299,0.356,0.03,0.484
8,6,20,120,0,5,0.1,3,12,1,6,0.299,0.356,0.03,0.484
7,18,15,105,0,5,3.36,2,3,3,33,0.299,0.356,0.03,0.484
7,5,15,121,0,5,0.92,23,12,1,20,0.299,0.356,0.03,0.484
8,10,16,166,1,5,0.03,15,8,5,3,0.412,0.364,0.075,0.198
7,5,15,32,2,5,4.82,22,1,0,20,0.544,0.174,0.094,0.272
7,2,15,153,1,5,6.155,19,2,2,15,0.412,0.364,0.075,0.198
3,13,12,29,2,5,0.98,12,8,6,39,0.544,0.174,0.094,0.272
8,1,20,102,4,5,0.07,12,3,2,30,0.776,0.097,0.057,0.121
3,13,2,176,1,5,0.0,9,2,3,50,0.412,0.364,0.075,0.198
7,5,15,109,0,5,2.41,23,2,4,20,0.299,0.356,0.03,0.484
8,1,20,106,0,5,0.09,22,12,1,36,0.299,0.356,0.03,0.484
8,10,16,119,0,5,1.45,16,5,6,27,0.299,0.356,0.03,0.484
7,5,15,33,2,5,0.5,6,4,5,20,0.544,0.174,0.094,0.272
7,5,15,204,3,5,1.33,12,2,3,20,0.441,0.2,0.176,0.25
7,13,15,113,0,5,0.89,20,11,0,9,0.299,0.356,0.03,0.484
8,6,20,208,3,5,0.04,10,12,3,6,0.441,0.2,0.176,0.25
8,1,20,225,3,5,0.13,15,12,3,30,0.441,0.2,0.176,0.25
7,13,15,105,0,5,1.51,2,5,3,50,0.299,0.356,0.03,0.484
8,11,20,148,1,5,0.03,21,6,6,27,0.412,0.364,0.075,0.198
8,10,16,119,0,5,0.49,7,5,6,27,0.299,0.356,0.03,0.484
7,13,15,115,0,5,6.155,18,9,0,50,0.299,0.356,0.03,0.484
7,5,15,121,0,5,3.87,12,12,5,20,0.299,0.356,0.03,0.484
8,10,16,15,2,5,0.01,1,6,5,3,0.544,0.174,0.094,0.272
8,6,20,126,0,5,0.03,19,12,6,6,0.299,0.356,0.03,0.484
8,6,20,208,3,5,0.12,10,12,6,6,0.441,0.2,0.176,0.25
3,13,2,47,2,5,0.0,21,3,6,39,0.544,0.174,0.094,0.272
8,6,20,183,3,5,0.02,10,11,4,13,0.441,0.2,0.176,0.25
8,6,20,135,3,5,0.04,19,10,2,19,0.441,0.2,0.176,0.25
0,8,11,173,1,5,5.04,16,10,4,50,0.412,0.364,0.075,0.198
7,5,15,105,0,5,0.19,11,4,3,20,0.299,0.356,0.03,0.484
8,13,16,7,2,5,0.02,8,9,2,50,0.544,0.174,0.094,0.272
7,18,15,187,3,5,6.155,17,4,1,33,0.441,0.2,0.176,0.25
7,18,15,183,3,5,1.08,14,6,2,23,0.441,0.2,0.176,0.25
8,6,20,9,2,5,0.08,23,12,0,4,0.544,0.174,0.094,0.272
8,6,20,163,1,5,0.07,8,3,3,7,0.412,0.364,0.075,0.198
7,5,15,9,2,5,5.55,3,1,6,20,0.544,0.174,0.094,0.272
8,10,16,30,2,5,0.0,1,12,0,27,0.544,0.174,0.094,0.272
7,13,15,112,0,5,6.155,15,4,3,22,0.299,0.356,0.03,0.484
5,7,19,14,2,5,6.155,9,6,4,45,0.544,0.174,0.094,0.272
4,16,19,113,0,5,2.0,7,6,0,50,0.299,0.356,0.03,0.484
8,10,16,119,0,5,0.06,16,10,6,27,0.299,0.356,0.03,0.484
7,5,15,176,1,5,2.07,15,12,4,0,0.412,0.364,0.075,0.198
4,16,11,3,2,5,0.85,16,7,6,38,0.544,0.174,0.094,0.272
8,13,13,156,1,5,0.05,11,11,3,50,0.412,0.364,0.075,0.198
8,10,16,166,1,5,0.04,22,6,5,27,0.412,0.364,0.075,0.198
5,3,19,146,1,5,0.97,14,10,1,16,0.412,0.364,0.075,0.198
8,10,16,62,2,5,0.03,15,4,1,3,0.544,0.174,0.094,0.272
7,19,15,169,1,5,6.155,11,4,0,41,0.412,0.364,0.075,0.198
8,6,20,18,2,5,0.02,11,11,1,7,0.544,0.174,0.094,0.272
8,6,20,198,3,5,0.19,4,2,6,6,0.441,0.2,0.176,0.25
8,6,20,198,3,5,0.03,21,1,3,50,0.441,0.2,0.176,0.25
8,11,20,115,0,5,0.04,18,7,6,27,0.299,0.356,0.03,0.484
8,6,20,121,0,5,0.56,15,8,0,6,0.299,0.356,0.03,0.484
7,5,15,160,1,5,1.39,10,3,3,0,0.412,0.364,0.075,0.198
8,10,16,30,2,5,0.07,19,4,4,3,0.544,0.174,0.094,0.272
8,1,20,148,1,5,0.02,21,12,1,30,0.412,0.364,0.075,0.198
8,6,20,177,1,5,0.04,19,2,6,19,0.412,0.364,0.075,0.198
7,18,15,109,0,5,6.155,7,6,3,29,0.299,0.356,0.03,0.484
7,19,15,161,1,5,6.155,23,1,1,24,0.412,0.364,0.075,0.198
8,1,20,120,0,5,0.05,1,8,4,30,0.299,0.356,0.03,0.484
7,5,15,151,1,5,0.62,5,12,2,0,0.412,0.364,0.075,0.198
8,0,20,178,1,5,0.12,10,9,2,49,0.412,0.364,0.075,0.198
7,18,15,39,2,5,6.155,12,6,1,33,0.544,0.174,0.094,0.272
8,1,20,121,0,5,0.23,13,7,2,36,0.299,0.356,0.03,0.484
8,6,20,152,1,5,0.05,11,10,2,37,0.412,0.364,0.075,0.198
8,10,16,159,1,5,0.04,14,9,5,3,0.412,0.364,0.075,0.198
7,13,15,105,0,5,2.14,5,12,2,50,0.299,0.356,0.03,0.484
8,10,16,137,3,5,0.03,0,11,5,27,0.441,0.2,0.176,0.25
8,11,20,116,0,5,0.06,23,5,5,27,0.299,0.356,0.03,0.484
0,13,11,163,1,5,0.64,19,3,2,50,0.412,0.364,0.075,0.198
7,18,15,107,0,5,6.155,16,5,4,33,0.299,0.356,0.03,0.484
8,13,20,18,2,5,0.04,11,11,0,50,0.544,0.174,0.094,0.272
8,9,18,14,2,5,0.03,23,12,3,27,0.544,0.174,0.094,0.272
8,6,20,3,2,5,0.02,7,1,1,37,0.544,0.174,0.094,0.272
8,6,20,161,1,5,0.06,15,9,2,50,0.412,0.364,0.075,0.198
8,6,20,218,3,5,0.53,15,7,0,50,0.441,0.2,0.176,0.25
8,9,18,105,0,5,0.05,16,7,1,27,0.299,0.356,0.03,0.484
7,18,15,116,0,5,6.155,14,5,3,23,0.299,0.356,0.03,0.484
8,10,16,153,1,5,0.03,8,10,4,3,0.412,0.364,0.075,0.198
7,5,15,32,2,5,6.155,3,1,1,20,0.544,0.174,0.094,0.272
4,16,11,47,2,5,0.49,15,4,4,38,0.544,0.174,0.094,0.272
8,6,20,161,1,5,0.03,2,3,1,13,0.412,0.364,0.075,0.198
8,1,20,144,1,5,0.07,20,9,5,30,0.412,0.364,0.075,0.198
7,5,15,125,0,5,2.06,12,12,1,20,0.299,0.356,0.03,0.484
5,4,17,113,0,5,0.46,12,8,0,45,0.299,0.356,0.03,0.484
8,10,16,14,2,5,0.13,10,3,0,28,0.544,0.174,0.094,0.272
8,6,20,135,3,5,0.05,14,6,3,37,0.441,0.2,0.176,0.25
8,9,18,3,2,5,0.02,23,4,5,27,0.544,0.174,0.094,0.272
8,6,20,154,1,5,0.53,5,5,6,6,0.412,0.364,0.075,0.198
8,11,20,175,1,5,0.01,3,9,5,27,0.412,0.364,0.075,0.198
4,17,11,111,0,5,0.01,16,1,2,50,0.299,0.356,0.03,0.484
5,7,19,156,1,5,6.155,12,8,4,50,0.412,0.364,0.075,0.198
8,6,20,173,1,5,0.01,12,3,4,7,0.412,0.364,0.075,0.198
0,20,11,227,3,5,0.95,9,7,1,50,0.441,0.2,0.176,0.25
8,0,20,207,3,5,0.06,9,7,5,49,0.441,0.2,0.176,0.25
8,9,18,194,3,5,0.03,20,9,5,3,0.441,0.2,0.176,0.25
7,5,15,110,0,5,1.94,18,1,5,20,0.299,0.356,0.03,0.484
8,1,20,206,3,5,0.07,20,6,6,36,0.441,0.2,0.176,0.25
7,2,15,143,1,5,3.03,15,6,6,50,0.412,0.364,0.075,0.198
7,15,15,112,0,5,2.17,10,10,1,2,0.299,0.356,0.03,0.484
8,9,18,111,0,5,0.1,1,10,6,27,0.299,0.356,0.03,0.484
8,10,16,145,1,5,0.04,17,2,6,27,0.412,0.364,0.075,0.198
8,6,20,142,1,5,0.02,14,8,4,4,0.412,0.364,0.075,0.198
8,10,16,174,1,5,0.02,13,11,4,27,0.412,0.364,0.075,0.198
8,6,20,169,1,5,0.01,19,10,6,13,0.412,0.364,0.075,0.198
7,5,15,115,0,5,0.28,7,8,0,20,0.299,0.356,0.03,0.484
7,5,15,135,3,5,0.65,22,1,5,20,0.441,0.2,0.176,0.25
0,8,11,145,1,5,6.155,11,11,3,50,0.412,0.364,0.075,0.198
8,6,20,146,1,5,0.0,22,10,1,7,0.412,0.364,0.075,0.198
8,6,20,205,3,5,0.02,12,2,6,5,0.441,0.2,0.176,0.25
7,19,15,111,0,5,6.155,7,11,2,41,0.299,0.356,0.03,0.484
8,10,16,218,3,5,0.19,21,3,5,27,0.441,0.2,0.176,0.25
8,10,16,165,1,5,1.16,1,7,4,27,0.412,0.364,0.075,0.198
8,13,18,4,2,5,0.02,19,9,6,50,0.544,0.174,0.094,0.272
8,10,16,205,3,5,0.05,22,3,6,3,0.441,0.2,0.176,0.25
7,18,15,150,1,5,6.155,9,2,2,29,0.412,0.364,0.075,0.198
7,5,15,110,0,5,1.09,18,5,2,20,0.299,0.356,0.03,0.484
0,20,11,26,2,5,0.0,1,7,6,50,0.544,0.174,0.094,0.272
7,13,15,33,2,5,6.155,13,1,1,22,0.544,0.174,0.094,0.272
8,10,16,148,1,5,0.02,9,9,0,27,0.412,0.364,0.075,0.198
7,13,15,106,0,5,6.155,11,8,1,9,0.299,0.356,0.03,0.484
5,3,19,108,0,5,0.45,17,7,3,16,0.299,0.356,0.03,0.484
4,16,11,13,2,5,1.08,12,6,2,38,0.544,0.174,0.094,0.272
8,6,20,123,0,5,0.17,5,10,2,6,0.299,0.356,0.03,0.484
2,13,11,207,3,5,4.56,10,10,5,8,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.08,0,1,1,3,0.299,0.356,0.03,0.484
5,4,19,138,3,5,6.155,8,11,1,45,0.441,0.2,0.176,0.25
8,6,20,111,0,5,0.03,9,5,3,13,0.299,0.356,0.03,0.484
8,0,20,176,1,5,0.03,16,6,1,49,0.412,0.364,0.075,0.198
8,0,20,147,1,5,0.02,5,11,2,49,0.412,0.364,0.075,0.198
8,10,16,169,1,5,0.03,2,7,4,3,0.412,0.364,0.075,0.198
8,10,16,119,0,5,0.01,21,10,5,27,0.299,0.356,0.03,0.484
2,13,11,161,1,5,6.155,16,7,2,50,0.412,0.364,0.075,0.198
1,13,20,196,3,5,6.155,14,7,6,50,0.441,0.2,0.176,0.25
8,1,20,30,2,5,0.06,15,3,0,30,0.544,0.174,0.094,0.272
8,1,20,155,1,5,0.06,15,2,0,36,0.412,0.364,0.075,0.198
7,19,15,100,4,5,6.155,21,5,2,41,0.776,0.097,0.057,0.121
5,4,17,230,3,5,0.83,15,11,3,45,0.441,0.2,0.176,0.25
8,1,20,175,1,5,0.02,7,8,3,30,0.412,0.364,0.075,0.198
0,20,11,154,1,5,0.0,21,8,2,17,0.412,0.364,0.075,0.198
8,10,16,119,0,5,0.02,14,3,0,27,0.299,0.356,0.03,0.484
7,2,15,119,0,5,6.155,18,5,0,15,0.299,0.356,0.03,0.484
2,13,11,154,1,5,6.155,22,5,0,50,0.412,0.364,0.075,0.198
8,10,16,209,3,5,0.25,20,12,0,27,0.441,0.2,0.176,0.25
8,1,20,198,3,5,0.01,22,10,5,30,0.441,0.2,0.176,0.25
8,6,20,202,3,5,0.06,21,12,3,5,0.441,0.2,0.176,0.25
7,5,15,3,2,5,0.86,11,1,6,20,0.544,0.174,0.094,0.272
8,11,20,15,2,5,0.02,21,11,5,27,0.544,0.174,0.094,0.272
8,9,18,137,3,5,0.04,23,10,1,27,0.441,0.2,0.176,0.25
7,19,15,196,3,5,6.155,10,12,0,24,0.441,0.2,0.176,0.25
4,16,11,202,3,5,0.9,14,9,2,38,0.441,0.2,0.176,0.25
8,6,20,234,3,5,0.04,17,1,6,37,0.441,0.2,0.176,0.25
8,6,20,145,1,5,0.01,21,11,3,6,0.412,0.364,0.075,0.198
8,6,20,116,0,5,0.13,15,11,4,37,0.299,0.356,0.03,0.484
8,11,20,147,1,5,0.03,20,4,0,28,0.412,0.364,0.075,0.198
8,10,16,25,2,5,0.02,0,3,5,27,0.544,0.174,0.094,0.272
8,6,20,208,3,5,0.25,20,9,3,13,0.441,0.2,0.176,0.25
7,14,15,161,1,5,3.3,14,5,2,46,0.412,0.364,0.075,0.198
7,14,15,167,1,5,6.155,8,2,1,10,0.412,0.364,0.075,0.198
8,10,16,30,2,5,0.07,16,12,2,3,0.544,0.174,0.094,0.272
8,10,16,229,3,5,0.17,19,12,0,3,0.441,0.2,0.176,0.25
8,11,20,177,1,5,0.04,21,9,3,27,0.412,0.364,0.075,0.198
8,11,20,124,0,5,0.13,2,5,6,27,0.299,0.356,0.03,0.484
8,0,20,190,3,2,0.02,17,12,0,49,0.441,0.2,0.176,0.25
1,13,20,28,2,5,0.2,10,9,0,50,0.544,0.174,0.094,0.272
8,6,20,234,3,5,0.04,11,5,0,37,0.441,0.2,0.176,0.25
5,7,19,173,1,5,5.14,9,7,4,50,0.412,0.364,0.075,0.198
0,8,11,18,2,5,6.155,6,9,0,31,0.544,0.174,0.094,0.272
8,11,20,197,3,5,0.04,1,6,5,27,0.441,0.2,0.176,0.25
8,1,20,159,1,5,0.06,22,12,0,30,0.412,0.364,0.075,0.198
8,1,20,219,3,5,0.09,1,3,4,30,0.441,0.2,0.176,0.25
7,13,15,124,0,5,6.155,16,9,5,50,0.299,0.356,0.03,0.484
5,3,19,220,3,5,6.155,9,3,2,16,0.441,0.2,0.176,0.25
8,6,20,113,0,5,0.02,9,7,1,6,0.299,0.356,0.03,0.484
8,10,16,201,3,5,0.03,4,4,5,28,0.441,0.2,0.176,0.25
0,20,11,161,1,5,0.0,2,6,6,50,0.412,0.364,0.075,0.198
0,20,11,21,2,5,0.99,22,1,3,50,0.544,0.174,0.094,0.272
7,15,15,166,1,5,0.36,11,5,2,2,0.412,0.364,0.075,0.198
7,18,15,151,1,5,6.155,18,5,5,23,0.412,0.364,0.075,0.198
8,12,20,166,1,5,0.13,20,4,5,12,0.412,0.364,0.075,0.198
4,16,19,137,3,5,6.155,16,2,5,50,0.441,0.2,0.176,0.25
8,10,16,116,0,5,0.06,20,2,6,3,0.299,0.356,0.03,0.484
7,5,15,225,3,5,2.93,15,12,0,0,0.441,0.2,0.176,0.25
7,14,15,38,2,5,6.155,7,5,0,10,0.544,0.174,0.094,0.272
8,6,20,175,1,5,0.04,21,3,5,7,0.412,0.364,0.075,0.198
7,13,15,29,2,5,6.155,13,5,3,22,0.544,0.174,0.094,0.272
8,6,20,3,2,5,0.02,7,4,3,37,0.544,0.174,0.094,0.272
8,9,6,147,1,5,0.04,11,8,5,27,0.412,0.364,0.075,0.198
