Agency,Complaint_Type,Location_Type,Incident_Zip,Borough,Vehicle_Type,duration_[days],Created_Date_hour,Created_Date_month,Created_Date_dayofweek,Descriptor_encoded,Weisse,Afroamerikaner,Asiaten,Hispanics
5,13,19,209,3,5,6.155,7,8,2,40,0.441,0.2,0.176,0.25
8,10,16,206,3,5,0.04,18,7,4,27,0.441,0.2,0.176,0.25
1,13,20,3,2,5,6.155,16,2,3,50,0.544,0.174,0.094,0.272
8,13,16,24,2,5,0.01,9,8,3,50,0.544,0.174,0.094,0.272
7,5,15,104,0,5,0.34,22,1,0,0,0.299,0.356,0.03,0.484
8,10,16,184,3,5,0.02,0,12,6,27,0.441,0.2,0.176,0.25
8,6,20,121,0,5,0.16,9,7,4,7,0.299,0.356,0.03,0.484
5,7,19,196,3,5,1.07,11,10,1,45,0.441,0.2,0.176,0.25
8,12,20,126,0,0,0.42,16,9,4,21,0.299,0.356,0.03,0.484
8,6,20,199,3,5,0.11,15,12,4,5,0.441,0.2,0.176,0.25
8,1,20,197,3,5,0.03,20,12,6,30,0.441,0.2,0.176,0.25
8,6,20,166,1,5,0.13,19,7,6,7,0.412,0.364,0.075,0.198
4,16,19,185,3,5,1.15,10,11,1,50,0.441,0.2,0.176,0.25
8,6,20,177,1,5,0.03,8,5,3,5,0.412,0.364,0.075,0.198
8,6,20,175,1,5,0.03,7,2,3,13,0.412,0.364,0.075,0.198
8,9,18,123,0,5,0.02,19,2,3,28,0.299,0.356,0.03,0.484
7,5,15,197,3,5,2.96,12,5,4,0,0.441,0.2,0.176,0.25
8,6,20,157,1,5,0.07,7,1,4,37,0.412,0.364,0.075,0.198
8,6,20,135,3,0,0.02,18,6,2,18,0.441,0.2,0.176,0.25
7,5,15,110,0,5,1.08,10,2,6,0,0.299,0.356,0.03,0.484
7,13,15,161,1,5,0.91,16,3,1,50,0.412,0.364,0.075,0.198
8,6,20,158,1,5,0.0,20,1,0,13,0.412,0.364,0.075,0.198
8,10,16,228,3,5,0.12,23,3,2,27,0.441,0.2,0.176,0.25
5,3,19,175,1,5,4.91,14,11,6,16,0.412,0.364,0.075,0.198
8,9,6,155,1,5,0.02,22,2,5,27,0.412,0.364,0.075,0.198
8,1,20,106,0,5,0.03,20,10,1,30,0.299,0.356,0.03,0.484
8,11,20,225,3,5,0.19,18,5,5,27,0.441,0.2,0.176,0.25
7,18,15,123,0,5,6.155,16,7,0,33,0.299,0.356,0.03,0.484
7,5,15,39,2,5,1.48,8,10,6,20,0.544,0.174,0.094,0.272
4,17,11,106,0,5,0.02,4,9,2,50,0.299,0.356,0.03,0.484
8,6,20,18,2,5,0.02,14,8,5,5,0.544,0.174,0.094,0.272
8,10,16,107,0,5,0.21,0,1,3,27,0.299,0.356,0.03,0.484
7,15,15,111,0,5,6.155,12,5,5,1,0.299,0.356,0.03,0.484
7,13,15,111,0,5,6.155,14,8,0,9,0.299,0.356,0.03,0.484
8,11,20,173,1,5,0.03,19,8,6,27,0.412,0.364,0.075,0.198
8,6,20,20,2,5,0.0,11,4,0,37,0.544,0.174,0.094,0.272
8,11,20,112,0,5,0.02,22,6,6,27,0.299,0.356,0.03,0.484
6,13,4,212,3,5,6.155,18,3,4,32,0.441,0.2,0.176,0.25
0,20,11,228,3,5,0.05,14,5,5,25,0.441,0.2,0.176,0.25
7,18,15,218,3,5,6.155,16,9,1,33,0.441,0.2,0.176,0.25
8,6,20,9,2,5,0.04,19,11,0,6,0.544,0.174,0.094,0.272
5,3,19,33,2,5,0.3,6,9,3,16,0.544,0.174,0.094,0.272
8,6,20,156,1,5,0.02,9,7,0,37,0.412,0.364,0.075,0.198
5,4,17,122,0,5,0.3,13,12,4,50,0.299,0.356,0.03,0.484
8,10,16,150,1,5,0.08,0,2,6,27,0.412,0.364,0.075,0.198
8,6,20,142,1,5,0.03,13,1,1,6,0.412,0.364,0.075,0.198
7,2,15,109,0,5,0.28,8,1,6,50,0.299,0.356,0.03,0.484
8,6,20,217,3,5,1.48,15,12,1,6,0.441,0.2,0.176,0.25
8,1,20,201,3,5,0.19,22,12,6,30,0.441,0.2,0.176,0.25
8,10,16,24,2,5,0.08,17,8,2,27,0.544,0.174,0.094,0.272
5,7,19,174,1,5,2.19,9,7,0,45,0.412,0.364,0.075,0.198
8,0,20,163,1,5,0.01,2,2,0,49,0.412,0.364,0.075,0.198
7,5,15,119,0,5,0.26,10,1,4,20,0.299,0.356,0.03,0.484
5,4,17,107,0,5,1.51,16,9,2,45,0.299,0.356,0.03,0.484
8,0,20,168,1,4,1.65,9,12,3,49,0.412,0.364,0.075,0.198
8,12,20,165,1,5,0.03,23,1,6,11,0.412,0.364,0.075,0.198
8,6,20,111,0,5,0.12,16,6,3,35,0.299,0.356,0.03,0.484
6,13,4,212,3,5,6.155,12,1,3,32,0.441,0.2,0.176,0.25
8,10,16,193,3,5,0.01,19,3,4,28,0.441,0.2,0.176,0.25
0,13,11,228,3,5,0.04,16,8,1,42,0.441,0.2,0.176,0.25
5,4,17,160,1,5,2.72,15,8,4,50,0.412,0.364,0.075,0.198
8,10,16,174,1,5,0.01,3,7,2,3,0.412,0.364,0.075,0.198
8,9,6,137,3,5,0.03,4,2,4,27,0.441,0.2,0.176,0.25
8,6,20,149,1,5,0.04,22,4,5,18,0.412,0.364,0.075,0.198
8,6,20,15,2,5,0.13,13,10,4,37,0.544,0.174,0.094,0.272
7,5,15,120,0,5,0.74,22,1,1,20,0.299,0.356,0.03,0.484
8,10,16,119,0,5,6.155,1,2,6,27,0.299,0.356,0.03,0.484
7,18,15,107,0,5,2.59,2,8,6,23,0.299,0.356,0.03,0.484
7,18,15,110,0,5,6.155,17,2,4,29,0.299,0.356,0.03,0.484
8,10,16,119,0,5,0.11,23,8,0,27,0.299,0.356,0.03,0.484
4,17,11,136,3,5,0.01,18,1,2,50,0.441,0.2,0.176,0.25
7,5,15,208,3,5,1.89,19,11,2,0,0.441,0.2,0.176,0.25
8,10,16,24,2,5,0.02,11,3,2,3,0.544,0.174,0.094,0.272
8,6,20,151,1,5,0.1,4,12,6,37,0.412,0.364,0.075,0.198
8,11,20,172,1,5,0.04,0,8,6,27,0.412,0.364,0.075,0.198
5,13,17,194,3,5,6.155,6,5,0,40,0.441,0.2,0.176,0.25
7,13,15,148,1,5,0.93,19,12,3,50,0.412,0.364,0.075,0.198
8,6,20,161,1,5,0.16,8,8,4,37,0.412,0.364,0.075,0.198
8,11,20,142,1,5,0.05,19,6,6,27,0.412,0.364,0.075,0.198
7,5,15,168,1,5,1.08,12,11,0,20,0.412,0.364,0.075,0.198
8,6,20,208,3,5,0.16,9,4,4,7,0.441,0.2,0.176,0.25
8,12,20,224,3,5,0.21,13,9,5,12,0.441,0.2,0.176,0.25
7,5,15,14,2,5,2.02,20,2,0,20,0.544,0.174,0.094,0.272
8,6,20,148,1,5,0.07,6,2,6,6,0.412,0.364,0.075,0.198
4,17,11,159,1,5,0.03,18,9,6,50,0.412,0.364,0.075,0.198
8,10,16,119,0,5,6.155,0,5,2,27,0.299,0.356,0.03,0.484
3,13,2,197,3,5,0.0,19,3,3,39,0.441,0.2,0.176,0.25
5,3,19,28,2,5,3.21,1,1,5,16,0.544,0.174,0.094,0.272
8,11,20,9,2,5,0.01,22,7,4,27,0.544,0.174,0.094,0.272
8,0,20,161,1,0,0.11,11,12,6,49,0.412,0.364,0.075,0.198
0,20,11,139,3,5,0.0,13,11,1,50,0.441,0.2,0.176,0.25
7,5,15,194,3,5,2.46,23,1,0,0,0.441,0.2,0.176,0.25
8,11,20,147,1,5,0.04,20,7,5,27,0.412,0.364,0.075,0.198
7,13,15,125,0,5,6.155,9,12,5,50,0.299,0.356,0.03,0.484
7,18,15,106,0,5,6.155,15,8,5,33,0.299,0.356,0.03,0.484
7,2,15,98,4,5,1.65,22,6,5,15,0.776,0.097,0.057,0.121
8,11,20,62,2,5,0.0,12,3,6,27,0.544,0.174,0.094,0.272
0,20,11,110,0,5,1.05,13,7,5,26,0.299,0.356,0.03,0.484
4,16,19,17,2,5,6.155,18,1,1,50,0.544,0.174,0.094,0.272
8,6,20,164,1,5,0.03,8,4,3,7,0.412,0.364,0.075,0.198
8,12,20,194,3,0,0.05,22,5,2,12,0.441,0.2,0.176,0.25
7,18,15,208,3,5,6.155,16,12,0,33,0.441,0.2,0.176,0.25
8,6,20,202,3,5,0.04,23,10,6,13,0.441,0.2,0.176,0.25
8,10,16,146,1,5,0.04,13,8,4,28,0.412,0.364,0.075,0.198
8,6,20,151,1,5,0.02,9,3,1,4,0.412,0.364,0.075,0.198
7,18,15,224,3,5,6.155,11,1,1,33,0.441,0.2,0.176,0.25
5,3,19,147,1,5,0.32,5,12,1,16,0.412,0.364,0.075,0.198
7,15,15,109,0,5,6.155,13,7,0,1,0.299,0.356,0.03,0.484
8,10,16,119,0,5,0.02,11,7,3,27,0.299,0.356,0.03,0.484
8,6,20,172,1,5,0.01,16,8,6,7,0.412,0.364,0.075,0.198
7,5,15,36,2,5,2.96,17,12,5,20,0.544,0.174,0.094,0.272
8,6,20,123,0,5,0.02,17,3,2,6,0.299,0.356,0.03,0.484
8,6,20,176,1,5,0.08,17,10,4,7,0.412,0.364,0.075,0.198
7,5,15,3,2,5,2.04,10,12,1,20,0.544,0.174,0.094,0.272
8,11,20,219,3,5,0.01,22,8,4,27,0.441,0.2,0.176,0.25
7,5,15,39,2,5,4.74,0,11,4,0,0.544,0.174,0.094,0.272
0,8,11,10,2,5,6.155,11,2,4,50,0.544,0.174,0.094,0.272
8,12,20,105,0,0,0.04,17,6,0,12,0.299,0.356,0.03,0.484
4,17,11,229,3,5,6.155,16,1,2,50,0.441,0.2,0.176,0.25
0,13,11,218,3,5,1.84,16,7,0,50,0.441,0.2,0.176,0.25
8,6,20,174,1,5,0.02,20,9,4,6,0.412,0.364,0.075,0.198
7,18,15,121,0,5,6.155,16,6,2,33,0.299,0.356,0.03,0.484
7,5,15,126,0,5,0.32,13,8,2,0,0.299,0.356,0.03,0.484
5,7,19,97,4,5,2.02,12,4,6,50,0.776,0.097,0.057,0.121
8,0,20,155,1,5,0.02,19,9,5,49,0.412,0.364,0.075,0.198
8,1,20,114,0,5,0.06,19,9,4,30,0.299,0.356,0.03,0.484
7,18,15,23,2,5,5.62,18,8,0,29,0.544,0.174,0.094,0.272
8,10,16,230,3,5,0.04,22,1,3,3,0.441,0.2,0.176,0.25
8,1,20,167,1,5,0.19,19,3,2,36,0.412,0.364,0.075,0.198
7,19,15,113,0,5,0.24,12,6,0,24,0.299,0.356,0.03,0.484
7,5,15,18,2,5,3.92,10,11,0,20,0.544,0.174,0.094,0.272
4,17,11,149,1,5,0.03,17,4,5,14,0.412,0.364,0.075,0.198
0,13,11,119,0,5,0.13,15,7,0,42,0.299,0.356,0.03,0.484
8,10,16,31,2,5,0.12,18,10,5,27,0.544,0.174,0.094,0.272
8,6,20,205,3,5,0.02,19,12,2,6,0.441,0.2,0.176,0.25
0,20,11,91,4,5,0.24,14,8,1,50,0.776,0.097,0.057,0.121
8,6,20,139,3,5,0.91,19,5,3,7,0.441,0.2,0.176,0.25
8,1,20,105,0,5,0.05,19,1,4,30,0.299,0.356,0.03,0.484
0,20,11,126,0,5,0.01,11,8,6,25,0.299,0.356,0.03,0.484
7,5,15,110,0,5,1.0,9,11,3,20,0.299,0.356,0.03,0.484
8,11,20,28,2,5,0.04,19,6,5,27,0.544,0.174,0.094,0.272
7,19,15,110,0,5,6.155,12,10,6,24,0.299,0.356,0.03,0.484
7,18,15,156,1,5,6.155,14,6,5,23,0.412,0.364,0.075,0.198
7,14,15,143,1,5,6.11,15,7,0,10,0.412,0.364,0.075,0.198
8,10,16,29,2,5,0.01,22,12,4,3,0.544,0.174,0.094,0.272
8,0,20,112,0,0,0.24,12,10,5,49,0.299,0.356,0.03,0.484
5,7,19,144,1,5,1.96,13,2,3,50,0.412,0.364,0.075,0.198
7,18,15,151,1,5,6.155,15,8,1,33,0.412,0.364,0.075,0.198
0,13,11,147,1,5,0.59,0,11,0,50,0.412,0.364,0.075,0.198
7,15,15,26,2,5,2.78,20,12,0,44,0.544,0.174,0.094,0.272
8,10,16,203,3,5,0.01,1,1,0,27,0.441,0.2,0.176,0.25
8,13,20,35,2,5,0.02,17,7,1,50,0.544,0.174,0.094,0.272
7,14,15,198,3,5,3.74,16,1,6,46,0.441,0.2,0.176,0.25
8,1,20,197,3,5,0.02,10,3,6,36,0.441,0.2,0.176,0.25
8,1,20,143,1,5,0.06,13,6,3,30,0.412,0.364,0.075,0.198
8,6,20,144,1,5,0.05,6,10,6,6,0.412,0.364,0.075,0.198
7,18,15,172,1,5,6.155,12,6,0,33,0.412,0.364,0.075,0.198
7,5,15,33,2,5,2.58,20,12,4,20,0.544,0.174,0.094,0.272
7,5,15,25,2,5,0.9,12,12,4,20,0.544,0.174,0.094,0.272
8,6,20,116,0,5,0.01,19,7,2,6,0.299,0.356,0.03,0.484
0,8,11,152,1,5,6.155,13,9,0,50,0.412,0.364,0.075,0.198
0,20,11,120,0,5,1.87,15,4,6,25,0.299,0.356,0.03,0.484
8,6,20,173,1,5,0.03,8,8,0,7,0.412,0.364,0.075,0.198
8,10,16,110,0,5,0.02,19,5,5,27,0.299,0.356,0.03,0.484
8,6,20,177,1,5,0.04,7,11,3,6,0.412,0.364,0.075,0.198
0,20,11,99,4,5,1.47,11,6,2,17,0.776,0.097,0.057,0.121
7,2,15,210,3,5,3.25,13,11,1,48,0.441,0.2,0.176,0.25
8,1,20,172,1,5,0.06,9,8,2,30,0.412,0.364,0.075,0.198
8,10,16,119,0,5,0.02,12,9,6,27,0.299,0.356,0.03,0.484
7,5,15,115,0,5,2.13,6,3,2,20,0.299,0.356,0.03,0.484
7,15,15,176,1,5,1.72,1,10,4,50,0.412,0.364,0.075,0.198
4,17,11,145,1,5,0.15,11,6,3,14,0.412,0.364,0.075,0.198
7,14,15,33,2,5,5.26,9,4,4,46,0.544,0.174,0.094,0.272
7,15,15,223,3,5,1.37,10,11,1,44,0.441,0.2,0.176,0.25
8,10,16,214,3,5,0.01,16,5,6,27,0.441,0.2,0.176,0.25
8,10,16,116,0,5,0.01,20,6,4,27,0.299,0.356,0.03,0.484
8,1,20,196,3,5,0.11,9,5,2,30,0.441,0.2,0.176,0.25
8,6,20,149,1,5,0.04,22,11,0,5,0.412,0.364,0.075,0.198
8,10,16,109,0,5,0.01,5,2,1,27,0.299,0.356,0.03,0.484
8,10,16,119,0,5,0.05,20,2,1,27,0.299,0.356,0.03,0.484
4,13,11,37,2,5,6.155,12,6,6,50,0.544,0.174,0.094,0.272
7,18,15,109,0,5,6.155,12,8,5,23,0.299,0.356,0.03,0.484
8,11,20,25,2,5,0.07,0,10,4,28,0.544,0.174,0.094,0.272
2,13,11,10,2,5,5.42,14,9,2,50,0.544,0.174,0.094,0.272
0,13,11,181,1,5,0.05,10,4,1,42,0.412,0.364,0.075,0.198
8,6,20,86,2,5,0.01,12,5,1,18,0.544,0.174,0.094,0.272
8,10,16,3,2,5,0.02,6,2,5,27,0.544,0.174,0.094,0.272
7,18,15,185,3,5,1.05,12,2,1,29,0.441,0.2,0.176,0.25
3,13,2,120,0,5,0.0,13,7,1,39,0.299,0.356,0.03,0.484
4,13,11,147,1,5,0.4,23,2,2,43,0.412,0.364,0.075,0.198
8,1,20,166,1,5,0.08,17,11,5,30,0.412,0.364,0.075,0.198
8,1,20,197,3,5,0.06,8,11,6,30,0.441,0.2,0.176,0.25
7,13,15,119,0,5,6.155,15,8,0,22,0.299,0.356,0.03,0.484
7,5,15,106,0,5,0.62,19,12,2,0,0.299,0.356,0.03,0.484
8,6,20,26,2,0,0.1,20,6,4,18,0.544,0.174,0.094,0.272
7,15,15,232,3,5,6.155,16,7,2,1,0.441,0.2,0.176,0.25
8,6,20,235,3,5,0.05,15,3,2,7,0.441,0.2,0.176,0.25
5,4,17,119,0,5,0.54,16,3,6,45,0.299,0.356,0.03,0.484
8,0,20,206,3,0,0.13,16,3,4,49,0.441,0.2,0.176,0.25
8,1,20,208,3,5,0.05,19,6,5,30,0.441,0.2,0.176,0.25
8,6,20,205,3,5,0.02,6,2,0,6,0.441,0.2,0.176,0.25
0,20,11,232,3,5,0.29,11,12,6,50,0.441,0.2,0.176,0.25
8,6,20,160,1,5,0.07,8,8,0,37,0.412,0.364,0.075,0.198
7,18,15,96,4,5,6.155,13,1,1,33,0.776,0.097,0.057,0.121
2,13,11,150,1,5,1.4,14,6,6,50,0.412,0.364,0.075,0.198
8,9,6,115,0,5,0.04,18,9,4,27,0.299,0.356,0.03,0.484
7,5,15,30,2,5,1.5,12,12,5,20,0.544,0.174,0.094,0.272
7,15,15,32,2,5,6.155,9,7,3,47,0.544,0.174,0.094,0.272
7,15,15,204,3,5,6.155,17,5,3,50,0.441,0.2,0.176,0.25
7,15,15,216,3,5,6.155,9,2,0,47,0.441,0.2,0.176,0.25
0,20,11,32,2,5,0.08,9,7,3,25,0.544,0.174,0.094,0.272
7,15,15,62,2,5,6.155,7,3,1,1,0.544,0.174,0.094,0.272
8,10,16,34,2,5,0.02,19,1,3,27,0.544,0.174,0.094,0.272
8,6,20,137,3,5,0.06,9,9,3,6,0.441,0.2,0.176,0.25
8,9,6,175,1,5,0.01,18,5,6,27,0.412,0.364,0.075,0.198
0,20,11,219,3,5,6.155,17,7,4,50,0.441,0.2,0.176,0.25
5,7,19,208,3,5,0.69,20,7,1,50,0.441,0.2,0.176,0.25
8,11,20,111,0,5,0.01,21,7,3,27,0.299,0.356,0.03,0.484
5,3,19,206,3,5,0.88,9,7,2,16,0.441,0.2,0.176,0.25
8,9,18,146,1,5,0.01,13,6,6,27,0.412,0.364,0.075,0.198
8,6,20,139,3,5,0.01,21,6,3,13,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.44,2,12,1,27,0.299,0.356,0.03,0.484
8,1,20,169,1,5,0.08,23,3,0,36,0.412,0.364,0.075,0.198
7,5,15,140,3,5,1.04,14,1,6,20,0.441,0.2,0.176,0.25
7,13,15,32,2,5,3.35,23,4,0,22,0.544,0.174,0.094,0.272
8,10,16,124,0,5,0.5,17,10,2,3,0.299,0.356,0.03,0.484
8,6,20,3,2,5,0.03,18,4,2,37,0.544,0.174,0.094,0.272
8,10,16,110,0,5,0.02,8,6,1,3,0.299,0.356,0.03,0.484
4,16,19,219,3,5,6.155,10,3,4,50,0.441,0.2,0.176,0.25
8,6,20,168,1,5,0.06,10,6,0,6,0.412,0.364,0.075,0.198
7,5,15,110,0,5,3.72,17,3,5,20,0.299,0.356,0.03,0.484
8,6,20,202,3,5,0.03,21,6,0,37,0.441,0.2,0.176,0.25
0,8,11,178,1,5,1.83,16,10,2,50,0.412,0.364,0.075,0.198
8,10,16,121,0,5,0.01,3,8,1,28,0.299,0.356,0.03,0.484
8,6,20,158,1,5,0.12,20,11,5,13,0.412,0.364,0.075,0.198
5,4,17,142,1,5,1.03,22,12,6,45,0.412,0.364,0.075,0.198
8,6,20,204,3,5,0.11,10,11,2,35,0.441,0.2,0.176,0.25
8,1,20,229,3,5,0.05,20,10,1,36,0.441,0.2,0.176,0.25
7,5,15,116,0,5,0.51,23,3,6,20,0.299,0.356,0.03,0.484
8,10,16,110,0,5,0.09,23,12,0,3,0.299,0.356,0.03,0.484
8,6,20,26,2,0,0.08,17,10,1,18,0.544,0.174,0.094,0.272
8,11,20,121,0,5,0.05,22,8,1,27,0.299,0.356,0.03,0.484
8,6,20,154,1,5,0.0,17,1,5,6,0.412,0.364,0.075,0.198
8,0,20,173,1,5,0.07,15,6,1,49,0.412,0.364,0.075,0.198
7,18,15,208,3,5,6.155,16,10,5,23,0.441,0.2,0.176,0.25
5,7,19,122,0,5,6.155,8,10,1,50,0.299,0.356,0.03,0.484
2,13,11,143,1,5,6.155,20,5,4,50,0.412,0.364,0.075,0.198
8,6,20,104,0,5,0.02,6,6,4,37,0.299,0.356,0.03,0.484
7,15,15,31,2,5,6.155,21,5,6,1,0.544,0.174,0.094,0.272
4,13,11,93,4,5,0.0,8,12,0,43,0.776,0.097,0.057,0.121
4,17,11,105,0,5,0.57,14,10,2,50,0.299,0.356,0.03,0.484
7,15,15,161,1,5,6.155,13,1,1,1,0.412,0.364,0.075,0.198
7,19,15,172,1,5,6.155,8,9,4,41,0.412,0.364,0.075,0.198
8,9,18,201,3,5,0.01,1,1,1,27,0.441,0.2,0.176,0.25
8,10,16,119,0,5,0.0,7,9,1,27,0.299,0.356,0.03,0.484
5,3,19,160,1,5,0.61,21,2,2,16,0.412,0.364,0.075,0.198
8,1,20,164,1,5,0.02,16,11,3,36,0.412,0.364,0.075,0.198
8,13,20,157,1,5,0.12,14,12,5,50,0.412,0.364,0.075,0.198
8,12,20,165,1,0,0.06,19,10,1,12,0.412,0.364,0.075,0.198
8,1,20,136,3,5,0.11,16,11,2,30,0.441,0.2,0.176,0.25
8,11,20,9,2,5,0.0,19,10,3,28,0.544,0.174,0.094,0.272
8,10,16,175,1,5,0.04,20,6,5,27,0.412,0.364,0.075,0.198
4,13,11,164,1,5,3.49,20,8,4,43,0.412,0.364,0.075,0.198
8,10,16,166,1,5,0.05,18,2,5,27,0.412,0.364,0.075,0.198
3,13,0,110,0,5,0.0,7,11,4,50,0.299,0.356,0.03,0.484
8,6,20,126,0,5,1.33,17,11,3,6,0.299,0.356,0.03,0.484
8,6,20,108,0,5,0.05,8,8,2,37,0.299,0.356,0.03,0.484
8,6,20,144,1,5,0.01,6,8,0,6,0.412,0.364,0.075,0.198
8,6,20,157,1,5,0.03,15,8,2,7,0.412,0.364,0.075,0.198
8,6,20,116,0,5,0.08,18,9,4,5,0.299,0.356,0.03,0.484
8,6,20,135,3,5,0.05,18,10,2,4,0.441,0.2,0.176,0.25
7,13,15,227,3,5,6.155,21,11,2,9,0.441,0.2,0.176,0.25
8,6,20,101,4,5,0.04,10,11,1,13,0.776,0.097,0.057,0.121
4,17,11,112,0,5,0.02,5,10,2,14,0.299,0.356,0.03,0.484
7,5,15,111,0,5,4.58,1,12,4,20,0.299,0.356,0.03,0.484
8,9,18,26,2,5,0.02,1,7,5,27,0.544,0.174,0.094,0.272
7,5,15,197,3,5,1.28,15,3,1,20,0.441,0.2,0.176,0.25
8,11,20,145,1,5,0.0,19,1,5,27,0.412,0.364,0.075,0.198
8,1,20,105,0,5,0.24,20,6,0,36,0.299,0.356,0.03,0.484
4,16,19,144,1,5,6.155,9,7,0,50,0.412,0.364,0.075,0.198
8,6,20,136,3,5,0.1,8,12,5,6,0.441,0.2,0.176,0.25
0,8,11,142,1,5,4.89,13,1,5,50,0.412,0.364,0.075,0.198
8,10,16,110,0,5,0.01,15,1,3,3,0.299,0.356,0.03,0.484
7,5,15,23,2,5,3.45,10,1,6,0,0.544,0.174,0.094,0.272
8,1,20,230,3,5,0.04,7,9,4,30,0.441,0.2,0.176,0.25
8,10,16,33,2,5,0.0,21,1,5,27,0.544,0.174,0.094,0.272
7,5,15,150,1,5,2.76,22,11,0,0,0.412,0.364,0.075,0.198
7,5,15,33,2,5,2.11,10,12,2,20,0.544,0.174,0.094,0.272
5,13,19,173,1,5,0.27,8,4,5,40,0.412,0.364,0.075,0.198
8,13,16,119,0,5,0.03,3,3,4,50,0.299,0.356,0.03,0.484
7,14,15,108,0,5,6.155,11,4,2,10,0.299,0.356,0.03,0.484
8,6,20,145,1,5,0.04,5,11,2,4,0.412,0.364,0.075,0.198
8,10,16,203,3,5,0.02,23,7,6,3,0.441,0.2,0.176,0.25
7,5,15,115,0,5,4.49,1,12,4,20,0.299,0.356,0.03,0.484
7,15,15,33,2,5,3.91,15,9,4,47,0.544,0.174,0.094,0.272
8,11,20,30,2,5,0.01,1,7,6,27,0.544,0.174,0.094,0.272
4,13,11,14,2,5,0.0,8,12,3,50,0.544,0.174,0.094,0.272
0,20,11,9,2,5,0.06,17,4,3,50,0.544,0.174,0.094,0.272
8,11,20,25,2,5,0.0,10,7,3,28,0.544,0.174,0.094,0.272
8,10,16,166,1,5,0.01,22,1,3,3,0.412,0.364,0.075,0.198
8,9,6,12,2,5,0.06,21,1,4,27,0.544,0.174,0.094,0.272
8,11,20,111,0,5,0.09,5,7,5,27,0.299,0.356,0.03,0.484
7,15,15,164,1,5,4.69,0,7,2,47,0.412,0.364,0.075,0.198
7,18,15,125,0,5,6.155,7,1,4,33,0.299,0.356,0.03,0.484
8,10,16,156,1,5,0.0,1,8,6,27,0.412,0.364,0.075,0.198
8,9,18,155,1,5,0.04,0,10,6,27,0.412,0.364,0.075,0.198
0,20,11,205,3,5,0.0,14,6,5,50,0.441,0.2,0.176,0.25
7,15,15,148,1,5,3.04,14,9,3,44,0.412,0.364,0.075,0.198
8,11,20,26,2,5,0.02,3,10,5,27,0.544,0.174,0.094,0.272
5,13,19,146,1,5,6.155,17,8,3,40,0.412,0.364,0.075,0.198
7,18,15,169,1,5,2.65,20,9,5,33,0.412,0.364,0.075,0.198
7,5,15,91,4,5,3.75,15,12,4,0,0.776,0.097,0.057,0.121
5,4,17,111,0,5,0.77,18,3,2,45,0.299,0.356,0.03,0.484
7,5,15,121,0,5,4.3,8,11,2,20,0.299,0.356,0.03,0.484
3,13,2,176,1,5,0.0,23,2,0,39,0.412,0.364,0.075,0.198
7,13,15,29,2,5,6.155,11,11,4,22,0.544,0.174,0.094,0.272
5,7,19,96,4,5,1.12,8,11,1,45,0.776,0.097,0.057,0.121
8,11,20,39,2,5,0.02,1,3,3,27,0.544,0.174,0.094,0.272
8,1,20,205,3,5,0.02,2,11,4,30,0.441,0.2,0.176,0.25
7,5,15,165,1,5,1.91,11,1,6,0,0.412,0.364,0.075,0.198
8,6,20,232,3,5,0.1,10,10,6,37,0.441,0.2,0.176,0.25
8,9,18,2,2,5,0.02,0,10,6,27,0.544,0.174,0.094,0.272
0,8,11,191,3,5,0.17,23,11,3,31,0.441,0.2,0.176,0.25
8,0,20,47,2,5,0.05,17,4,2,49,0.544,0.174,0.094,0.272
8,10,16,115,0,5,0.07,23,8,5,27,0.299,0.356,0.03,0.484
8,6,20,125,0,5,0.19,7,10,5,6,0.299,0.356,0.03,0.484
7,15,15,116,0,5,6.155,9,12,6,50,0.299,0.356,0.03,0.484
8,12,20,21,2,0,0.03,22,12,2,11,0.544,0.174,0.094,0.272
7,5,15,105,0,5,1.01,8,12,0,20,0.299,0.356,0.03,0.484
8,11,20,105,0,5,0.02,4,5,6,27,0.299,0.356,0.03,0.484
7,5,15,169,1,5,1.89,12,3,6,20,0.412,0.364,0.075,0.198
8,10,16,62,2,5,0.02,0,8,4,27,0.544,0.174,0.094,0.272
8,6,20,25,2,5,0.01,10,3,4,13,0.544,0.174,0.094,0.272
8,10,16,38,2,5,0.02,3,5,6,3,0.544,0.174,0.094,0.272
7,13,15,224,3,5,2.15,15,10,6,22,0.441,0.2,0.176,0.25
7,18,15,233,3,5,4.15,14,6,0,33,0.441,0.2,0.176,0.25
5,4,17,146,1,5,3.95,12,8,5,45,0.412,0.364,0.075,0.198
8,1,20,230,3,5,0.04,22,5,6,36,0.441,0.2,0.176,0.25
8,9,6,31,2,5,0.02,2,12,6,27,0.544,0.174,0.094,0.272
8,10,16,169,1,5,0.0,22,4,5,3,0.412,0.364,0.075,0.198
8,12,20,104,0,5,0.3,18,5,6,12,0.299,0.356,0.03,0.484
8,10,16,110,0,5,0.12,0,12,6,28,0.299,0.356,0.03,0.484
7,5,15,152,1,5,2.53,7,11,0,0,0.412,0.364,0.075,0.198
8,6,20,142,1,5,0.09,12,11,2,4,0.412,0.364,0.075,0.198
7,5,15,128,0,5,0.84,13,10,1,20,0.299,0.356,0.03,0.484
8,6,20,116,0,5,0.03,23,7,2,6,0.299,0.356,0.03,0.484
7,14,15,105,0,5,0.36,11,7,2,10,0.299,0.356,0.03,0.484
